,record_type,state_code,f_system,station_id,travel_dir,travel_lane,year_record,month_record,day_record,day_of_week,hour_00,hour_01,hour_02,hour_03,hour_04,hour_05,hour_06,hour_07,hour_08,hour_09,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,restrictions
2491,3,47,1U,371,5,1,20,12,4,6,120,87,74,77,129,379,883,1329,1022,822,792,913,1124,1074,1284,1594,1629,1424,1066,780,574,524,422,300,0
2492,3,47,1U,371,5,1,20,12,5,7,189,149,99,97,97,214,428,568,591,722,875,1000,1018,1128,1159,1275,1191,1159,997,731,545,456,414,297,0
2493,3,47,1U,371,5,1,20,12,6,1,216,153,93,66,68,164,264,333,355,442,587,722,882,937,959,1037,1011,872,766,623,423,313,279,153,0
2494,3,47,1U,371,5,1,20,12,7,2,103,68,43,63,114,390,955,1328,970,738,735,742,850,946,1098,1446,1514,1347,826,545,367,355,266,168,0
2495,3,47,1U,371,5,2,20,12,1,3,248,193,170,201,332,659,1164,1436,1192,1069,1060,1078,1137,1170,1261,1448,1522,1404,1041,833,815,668,483,381,0
2496,3,47,1U,371,5,2,20,12,4,6,300,226,227,240,335,681,1180,1439,1193,1088,1082,1150,1250,1287,1349,1595,1543,1435,1188,962,837,651,629,451,0
2497,3,47,1U,371,5,2,20,12,5,7,372,304,240,234,309,453,708,766,840,955,1103,1153,1179,1238,1314,1353,1306,1270,1152,955,747,661,618,500,0
2498,3,47,1U,371,5,2,20,12,6,1,391,290,230,230,244,379,493,572,613,674,839,992,1094,1112,1103,1133,1163,1045,972,757,630,566,482,316,0
2499,3,47,1U,371,5,2,20,12,7,2,272,219,155,209,355,647,1179,1481,1186,1011,1042,1039,1078,1118,1252,1453,1495,1380,1018,778,632,552,446,365,0
2500,3,47,1U,371,5,3,20,12,1,3,137,110,108,151,283,533,952,1337,1046,855,813,849,948,926,1048,1269,1287,1155,793,499,75,45,254,202,0
2501,3,47,1U,371,5,3,20,12,4,6,170,137,112,136,286,495,923,1216,974,853,883,932,973,945,1109,1278,1254,1148,889,739,544,457,391,343,0
2502,3,47,1U,371,5,3,20,12,5,7,209,161,132,146,175,318,508,577,637,753,764,912,963,981,1036,1069,979,979,809,655,579,433,418,327,0
2503,3,47,1U,371,5,3,20,12,6,1,214,182,106,126,146,236,356,373,452,509,615,708,774,844,865,921,799,799,706,537,389,375,297,190,0
2504,3,47,1U,371,5,3,20,12,7,2,139,83,101,108,230,508,965,1228,985,826,810,812,901,882,1049,1206,1199,1123,774,563,417,363,280,200,0
2505,3,47,1U,430,7,1,20,12,1,3,49,68,70,165,240,518,736,705,647,682,760,750,915,857,994,936,1028,753,548,385,259,171,135,89,0
2506,3,47,1U,430,7,1,20,12,2,4,105,71,75,152,244,495,747,706,681,706,846,761,880,917,1021,964,979,742,465,369,222,207,136,109,0
2507,3,47,1U,430,7,1,20,12,3,5,47,57,73,153,253,518,741,680,599,693,789,885,888,919,1109,1105,869,732,604,429,232,250,144,140,0
2508,3,47,1U,430,7,1,20,12,4,6,70,63,90,135,211,509,696,615,650,628,591,959,989,1056,972,640,908,880,787,489,352,267,158,111,0
2509,3,47,1U,430,7,1,20,12,5,7,67,53,70,108,152,229,309,475,592,777,814,856,908,928,903,810,799,712,588,459,269,257,154,85,0
2510,3,47,1U,430,7,1,20,12,6,1,49,34,35,48,80,147,196,323,537,720,926,1111,1034,1113,1155,1025,896,854,568,392,287,163,103,70,0
2511,3,47,1U,430,7,1,20,12,7,2,62,33,72,135,271,563,828,710,637,669,804,895,913,965,1042,1083,987,639,500,331,227,194,147,115,0
2512,3,47,1U,430,7,1,20,12,8,3,58,55,75,124,244,585,743,698,591,642,691,778,833,911,960,1005,893,787,458,375,258,228,114,93,0
2513,3,47,1U,430,7,1,20,12,9,4,64,54,100,121,240,484,765,695,631,755,762,716,889,916,946,1014,948,748,510,415,225,226,127,79,0
2514,3,47,1U,430,7,1,20,12,10,5,47,57,96,141,234,530,759,754,608,700,810,841,891,1029,1043,1008,905,750,512,404,320,208,124,109,0
2515,3,47,1U,430,7,1,20,12,11,6,85,52,71,113,237,598,754,641,700,827,935,1049,1048,1229,1217,1222,1137,902,737,556,378,322,177,98,0
2516,3,47,1U,430,7,1,20,12,12,7,89,73,75,132,123,269,372,435,595,746,879,813,834,898,906,809,748,673,542,374,374,236,151,75,0
2517,3,47,1U,430,7,1,20,12,13,1,51,48,40,48,79,163,211,300,504,738,920,1077,1117,1151,1138,1099,1032,838,607,416,266,189,85,64,0
2518,3,47,1U,430,7,1,20,12,14,2,43,54,53,141,282,519,758,697,684,683,836,894,959,963,940,1091,998,794,526,388,249,197,138,72,0
2519,3,47,1U,430,7,1,20,12,15,3,57,58,75,106,231,524,743,730,652,678,754,834,896,992,1015,1081,1108,717,563,449,284,224,166,88,0
2520,3,47,1U,430,7,1,20,12,16,4,63,49,93,128,243,482,666,686,641,738,739,884,838,957,990,1035,993,697,533,381,250,228,135,82,0
2521,3,47,1U,430,7,1,20,12,17,5,62,71,86,175,237,534,728,714,719,741,896,908,1040,938,1115,1208,1176,829,644,480,381,281,184,118,0
2522,3,47,1U,430,7,1,20,12,18,6,78,90,94,156,254,548,808,749,768,887,1068,1143,1215,1338,1346,1250,1200,1052,848,674,655,474,339,181,0
2523,3,47,1U,430,7,1,20,12,19,7,143,121,106,139,226,368,544,713,936,1167,1182,1215,1301,1061,810,1154,1048,1114,819,624,410,331,192,153,0
2524,3,47,1U,430,7,1,20,12,20,1,99,47,44,64,96,214,324,442,696,945,1093,1270,1358,1392,1302,1179,1031,906,749,494,314,224,128,87,0
2525,3,47,1U,430,7,1,20,12,21,2,65,50,76,142,295,601,716,717,798,915,1051,1152,1187,1112,1180,1200,1129,869,742,520,382,302,181,102,0
2526,3,47,1U,430,7,1,20,12,22,3,74,77,97,121,221,516,668,710,939,975,1005,1080,1295,1264,1189,1039,1079,941,782,644,409,336,192,141,0
2527,3,47,1U,430,7,1,20,12,23,4,110,96,127,181,282,537,721,818,930,1145,1367,1430,1132,1097,1053,1010,1065,894,590,765,560,408,264,196,0
2528,3,47,1U,430,7,1,20,12,24,5,116,108,75,105,145,198,337,426,541,679,858,940,953,857,862,656,659,494,344,270,174,144,79,59,0
2529,3,47,1U,430,7,1,20,12,25,6,41,29,13,18,43,59,103,120,237,336,482,606,595,537,510,531,454,441,327,281,211,149,94,59,0
2530,3,47,1U,430,7,1,20,12,26,7,36,40,42,55,113,155,244,403,645,936,1091,1163,1258,1280,1079,908,984,947,780,547,508,289,182,104,0
2531,3,47,1U,430,7,1,20,12,27,1,62,76,58,72,117,180,286,477,734,1027,1304,1268,1257,1390,1101,1190,1112,1007,784,561,450,256,151,85,0
2532,3,47,1U,430,7,1,20,12,28,2,60,76,67,125,276,511,654,689,788,959,1054,1303,1190,1268,1241,1298,1177,931,647,459,362,247,147,97,0
2533,3,47,1U,430,7,1,20,12,29,3,66,53,79,132,227,460,629,703,823,897,1131,1131,1165,1284,1135,1118,1031,856,635,461,347,250,160,109,0
2534,3,47,1U,430,7,1,20,12,30,4,91,77,105,123,232,476,623,693,892,938,1106,1282,1360,1368,1094,1003,1049,904,633,543,476,308,175,143,0
2535,3,47,1U,430,7,1,20,12,31,5,87,78,103,112,195,335,484,554,625,888,1030,1165,1174,1261,1176,1060,893,813,526,385,243,182,93,93,0
2536,3,47,1U,430,7,2,20,12,1,3,230,251,286,384,511,773,1050,1015,883,915,951,911,985,980,1006,1009,929,857,733,620,469,397,393,267,0
2537,3,47,1U,430,7,2,20,12,2,4,312,272,291,358,509,798,1034,1023,897,888,971,950,992,981,1023,974,895,864,682,563,459,395,338,289,0
2538,3,47,1U,430,7,2,20,12,3,5,257,248,297,363,495,804,1058,1037,884,895,973,995,1004,981,1018,1024,923,836,759,639,492,387,307,360,0
2539,3,47,1U,430,7,2,20,12,4,6,240,239,255,349,478,781,936,942,853,842,724,567,829,985,941,480,784,921,815,648,553,494,380,300,0
2540,3,47,1U,430,7,2,20,12,5,7,253,221,239,291,370,460,591,731,776,846,956,876,915,968,893,888,873,792,720,633,432,478,353,236,0
2541,3,47,1U,430,7,2,20,12,6,1,181,159,152,166,234,335,425,522,669,822,929,995,983,997,983,940,837,832,680,565,462,364,267,216,0
2542,3,47,1U,430,7,2,20,12,7,2,186,155,241,281,435,770,1046,1010,827,823,896,919,967,964,1057,991,990,821,699,566,469,440,393,295,0
2543,3,47,1U,430,7,2,20,12,8,3,266,262,257,300,490,864,1105,1041,898,892,926,928,978,963,1031,962,890,905,674,594,457,457,370,303,0
2544,3,47,1U,430,7,2,20,12,9,4,268,215,316,299,492,764,1070,1018,903,919,930,921,984,993,991,948,922,808,710,642,478,479,392,269,0
2545,3,47,1U,430,7,2,20,12,10,5,244,255,279,381,494,769,1074,1035,871,847,915,929,962,991,1072,942,776,747,703,637,518,420,372,311,0
2546,3,47,1U,430,7,2,20,12,11,6,268,232,267,352,442,762,1053,1015,906,945,969,1009,1013,1020,1041,1001,1017,904,803,690,609,510,393,278,0
2547,3,47,1U,430,7,2,20,12,12,7,242,229,245,275,364,485,600,677,775,810,887,895,916,931,877,868,791,777,691,573,502,403,309,245,0
2548,3,47,1U,430,7,2,20,12,13,1,207,175,163,176,214,350,419,552,713,855,929,1017,1057,1077,1027,1015,950,875,719,573,514,373,270,201,0
2549,3,47,1U,430,7,2,20,12,14,2,171,173,192,270,466,723,1008,947,837,887,860,937,1029,959,999,1040,949,820,701,585,491,474,369,309,0
2550,3,47,1U,430,7,2,20,12,15,3,246,233,267,333,482,792,1068,1028,862,882,930,971,952,1003,1016,1017,973,829,742,676,493,504,374,303,0
2551,3,47,1U,430,7,2,20,12,16,4,253,260,291,330,483,706,982,1018,862,896,913,955,959,950,1046,1037,975,862,722,618,505,451,354,281,0
2552,3,47,1U,430,7,2,20,12,17,5,244,223,273,362,512,730,1008,966,872,910,946,960,978,927,1008,1032,1006,891,738,653,560,516,358,314,0
2553,3,47,1U,430,7,2,20,12,18,6,264,241,318,361,519,751,993,980,906,967,1023,1044,1062,1113,1051,1035,964,938,834,723,724,634,510,376,0
2554,3,47,1U,430,7,2,20,12,19,7,296,271,298,308,432,551,671,779,873,1014,1027,1011,1115,994,781,948,952,965,843,747,629,514,401,293,0
2555,3,47,1U,430,7,2,20,12,20,1,220,204,188,204,267,439,532,642,795,918,992,1052,1112,1070,1109,1023,966,873,789,649,496,413,299,255,0
2556,3,47,1U,430,7,2,20,12,21,2,176,194,229,295,483,703,950,956,910,970,1023,1031,1039,1041,1028,1068,964,890,770,688,611,509,372,301,0
2557,3,47,1U,430,7,2,20,12,22,3,294,275,317,323,461,725,920,914,963,997,976,951,1051,1086,852,628,828,882,830,731,603,536,418,306,0
2558,3,47,1U,430,7,2,20,12,23,4,267,284,295,369,539,717,921,962,953,994,1042,1081,814,794,731,717,752,942,690,774,671,569,418,368,0
2559,3,47,1U,430,7,2,20,12,24,5,292,254,280,282,385,398,564,594,683,761,837,878,917,878,865,732,705,598,528,423,373,330,199,141,0
2560,3,47,1U,430,7,2,20,12,25,6,138,108,70,80,128,170,228,307,396,502,602,668,683,711,657,662,592,563,516,415,370,297,228,154,0
2561,3,47,1U,430,7,2,20,12,26,7,148,149,160,151,261,341,472,569,738,923,1022,1034,1097,1105,1013,916,921,910,813,685,633,507,330,269,0
2562,3,47,1U,430,7,2,20,12,27,1,204,185,191,192,282,402,540,692,850,999,1077,1057,1108,1174,868,938,915,849,814,719,584,482,355,243,0
2563,3,47,1U,430,7,2,20,12,28,2,206,181,230,274,453,715,882,890,883,985,947,912,1043,1070,1093,1070,985,885,758,666,553,500,366,301,0
2564,3,47,1U,430,7,2,20,12,29,3,248,222,274,306,471,704,891,905,934,958,1037,1061,1084,979,679,699,916,895,712,624,524,518,347,299,0
2565,3,47,1U,430,7,2,20,12,30,4,280,235,278,303,469,674,859,952,950,968,1025,1116,1101,1097,720,615,585,876,787,688,592,551,376,306,0
2566,3,47,1U,430,7,2,20,12,31,5,243,249,283,287,407,586,800,781,824,949,1018,1031,1009,1021,1047,978,922,828,659,560,462,339,277,244,0
2567,3,47,1U,430,7,3,20,12,1,3,94,99,117,159,358,654,1071,1018,780,723,761,781,831,931,1059,987,1040,834,569,447,310,247,206,121,0
2568,3,47,1U,430,7,3,20,12,2,4,108,90,137,165,382,699,1074,1072,795,778,832,862,897,909,1123,1014,1048,819,583,460,300,225,177,135,0
2569,3,47,1U,430,7,3,20,12,3,5,90,106,114,175,348,650,1088,1084,815,755,782,829,851,964,1087,1118,1075,822,613,485,327,275,204,145,0
2570,3,47,1U,430,7,3,20,12,4,6,113,102,120,160,338,630,965,947,759,679,576,453,775,917,1030,773,863,953,699,589,429,367,271,194,0
2571,3,47,1U,430,7,3,20,12,5,7,124,117,102,109,186,294,412,594,706,786,835,803,899,940,882,823,825,864,737,572,490,387,299,187,0
2572,3,47,1U,430,7,3,20,12,6,1,144,105,93,77,115,191,288,359,500,640,764,847,809,814,793,780,749,672,549,460,346,278,194,142,0
2573,3,47,1U,430,7,3,20,12,7,2,85,74,91,150,349,640,1070,1051,758,726,769,830,853,892,1064,990,1018,757,536,423,324,278,188,127,0
2574,3,47,1U,430,7,3,20,12,8,3,114,99,140,170,385,859,1255,1153,789,713,798,782,811,905,1058,978,959,835,650,455,329,251,189,119,0
2575,3,47,1U,430,7,3,20,12,9,4,79,66,103,148,348,642,1094,1022,756,751,775,814,838,913,1038,988,1031,836,586,505,347,303,195,130,0
2576,3,47,1U,430,7,3,20,12,10,5,134,105,110,164,345,627,1066,1083,799,752,799,825,865,909,1072,1081,952,829,657,477,401,331,232,144,0
2577,3,47,1U,430,7,3,20,12,11,6,114,106,125,153,322,656,1027,1023,839,794,844,885,945,962,1097,1111,1122,1009,726,603,455,378,279,161,0
2578,3,47,1U,430,7,3,20,12,12,7,137,108,92,106,177,270,399,508,614,781,885,862,795,785,886,799,748,800,666,502,460,358,273,181,0
2579,3,47,1U,430,7,3,20,12,13,1,130,121,82,79,101,205,294,421,549,748,807,867,914,889,852,883,875,793,594,484,344,260,140,113,0
2580,3,47,1U,430,7,3,20,12,14,2,80,65,87,148,362,628,999,935,810,722,823,861,850,912,1052,1028,1018,817,560,426,333,277,184,133,0
2581,3,47,1U,430,7,3,20,12,15,3,114,92,135,160,348,642,1020,1036,775,791,827,874,837,906,1031,1070,1024,857,642,456,340,307,194,134,0
2582,3,47,1U,430,7,3,20,12,16,4,121,82,131,157,340,607,912,970,775,789,742,797,837,873,963,1005,994,791,578,511,340,284,205,123,0
2583,3,47,1U,430,7,3,20,12,17,5,91,87,125,158,355,648,1023,990,833,807,809,857,871,934,1091,1031,1025,915,639,520,404,332,212,130,0
2584,3,47,1U,430,7,3,20,12,18,6,125,125,98,158,330,619,947,911,853,786,890,954,963,1012,1094,1080,1028,936,785,612,530,413,330,207,0
2585,3,47,1U,430,7,3,20,12,19,7,169,125,117,117,193,355,445,567,702,797,866,935,966,939,748,862,858,863,784,642,507,423,288,228,0
2586,3,47,1U,430,7,3,20,12,20,1,143,113,85,76,118,225,249,388,518,751,820,867,911,893,905,860,881,796,672,474,365,312,183,121,0
2587,3,47,1U,430,7,3,20,12,21,2,81,81,89,138,320,618,903,931,897,880,976,1011,942,952,949,986,979,834,654,515,387,328,209,146,0
2588,3,47,1U,430,7,3,20,12,22,3,126,85,110,134,301,581,872,939,855,857,848,911,991,984,854,719,830,870,683,530,459,328,225,160,0
2589,3,47,1U,430,7,3,20,12,23,4,110,104,112,135,309,541,808,876,828,848,972,961,741,706,681,738,740,899,679,586,459,338,231,156,0
2590,3,47,1U,430,7,3,20,12,24,5,91,114,102,92,196,249,368,448,488,586,713,726,749,748,775,640,632,582,497,431,375,265,188,122,0
2591,3,47,1U,430,7,3,20,12,25,6,93,57,59,40,72,82,132,207,255,330,436,504,534,558,561,629,612,536,473,427,358,278,202,125,0
2592,3,47,1U,430,7,3,20,12,26,7,83,63,69,59,117,209,253,360,483,616,711,847,870,904,854,815,832,783,655,544,477,351,252,151,0
2593,3,47,1U,430,7,3,20,12,27,1,137,85,75,83,115,182,220,336,450,657,693,827,857,979,663,703,779,741,603,460,416,321,219,127,0
2594,3,47,1U,430,7,3,20,12,28,2,101,68,85,130,294,534,811,799,761,774,758,857,940,929,991,979,990,761,590,496,390,301,209,131,0
2595,3,47,1U,430,7,3,20,12,29,3,99,118,102,129,305,556,832,849,780,757,881,936,976,913,740,792,941,822,636,468,416,305,209,142,0
2596,3,47,1U,430,7,3,20,12,30,4,111,106,99,142,294,529,839,876,838,783,923,941,955,968,761,606,666,877,656,538,427,320,242,181,0
2597,3,47,1U,430,7,3,20,12,31,5,128,89,126,122,250,455,688,703,741,798,885,970,981,999,1022,985,975,851,676,536,412,357,291,222,0
2598,3,47,1U,430,7,4,20,12,1,3,50,50,55,102,218,448,865,789,550,562,587,612,630,737,841,898,784,561,375,232,144,114,95,59,0
2599,3,47,1U,430,7,4,20,12,2,4,36,37,39,72,178,375,716,689,602,489,514,529,554,669,825,850,789,570,353,241,163,129,93,70,0
2600,3,47,1U,430,7,4,20,12,3,5,39,42,52,90,202,457,796,810,593,560,588,608,659,701,913,786,824,579,398,260,166,114,99,63,0
2601,3,47,1U,430,7,4,20,12,4,6,50,35,64,82,194,413,704,689,578,521,438,698,728,736,774,1046,697,524,464,308,235,177,107,85,0
2602,3,47,1U,430,7,4,20,12,5,7,65,55,43,58,88,151,235,367,482,552,676,706,693,635,706,655,649,606,450,343,253,189,151,75,0
2603,3,47,1U,430,7,4,20,12,6,1,46,34,37,20,57,101,133,232,248,435,471,546,550,544,517,480,493,431,312,228,139,138,96,51,0
2604,3,47,1U,430,7,4,20,12,7,2,32,19,46,73,198,489,846,739,543,504,543,589,622,679,786,761,816,550,317,247,151,140,36,15,0
2605,3,47,1U,430,7,4,20,12,8,3,14,11,16,27,58,249,616,625,589,515,584,599,638,711,829,819,739,540,368,253,183,127,80,57,0
2606,3,47,1U,430,7,4,20,12,9,4,29,29,50,76,202,410,803,754,578,517,605,638,629,685,839,823,793,587,371,252,176,142,115,51,0
2607,3,47,1U,430,7,4,20,12,10,5,42,35,61,92,201,438,839,772,659,553,551,632,672,740,885,863,978,692,402,302,222,143,107,68,0
2608,3,47,1U,430,7,4,20,12,11,6,57,40,74,67,182,472,792,807,625,626,631,686,821,910,859,871,887,686,496,347,263,214,148,89,0
2609,3,47,1U,430,7,4,20,12,12,7,61,48,40,48,98,150,242,302,417,516,652,607,630,621,644,555,603,478,375,306,235,184,150,95,0
2610,3,47,1U,430,7,4,20,12,13,1,49,47,30,30,43,108,110,182,246,447,510,547,578,610,615,567,510,453,332,254,164,113,71,45,0
2611,3,47,1U,430,7,4,20,12,14,2,20,30,38,64,190,394,773,698,565,526,574,618,635,659,788,763,807,577,354,222,155,146,94,40,0
2612,3,47,1U,430,7,4,20,12,15,3,29,35,46,97,221,428,765,716,603,577,600,640,677,749,844,874,765,595,388,316,155,175,102,51,0
2613,3,47,1U,430,7,4,20,12,16,4,29,39,51,68,199,379,686,662,591,566,561,599,590,654,760,792,792,505,340,235,178,161,101,53,0
2614,3,47,1U,430,7,4,20,12,17,5,33,33,57,87,218,430,767,690,581,585,642,686,663,696,882,802,835,618,457,308,204,173,105,55,0
2615,3,47,1U,430,7,4,20,12,18,6,41,45,51,85,193,383,704,684,599,574,642,736,759,862,952,908,799,665,477,317,291,230,155,90,0
2616,3,47,1U,430,7,4,20,12,19,7,63,55,55,44,115,163,268,355,459,555,686,673,744,635,493,589,664,602,486,365,266,215,145,96,0
2617,3,47,1U,430,7,4,20,12,20,1,62,54,26,23,55,92,165,191,271,453,521,528,582,555,583,513,521,479,382,275,180,150,90,46,0
2618,3,47,1U,430,7,4,20,12,21,2,35,29,57,80,225,422,637,659,610,686,729,766,759,789,800,815,805,580,398,291,235,155,109,65,0
2619,3,47,1U,430,7,4,20,12,22,3,49,32,55,83,207,404,610,596,623,603,689,671,771,760,1045,1112,924,581,441,303,246,159,95,66,0
2620,3,47,1U,430,7,4,20,12,23,4,38,36,54,75,218,367,546,619,609,604,711,677,902,945,939,1004,895,626,443,326,249,193,107,65,0
2621,3,47,1U,430,7,4,20,12,24,5,46,35,42,42,89,151,215,230,278,359,495,474,536,467,463,384,373,313,242,194,169,148,91,58,0
2622,3,47,1U,430,7,4,20,12,25,6,18,31,28,26,18,38,58,71,113,149,217,281,275,303,344,315,297,300,241,226,197,128,100,49,0
2623,3,47,1U,430,7,4,20,12,26,7,23,28,30,29,45,91,153,207,263,358,471,556,554,617,594,562,549,486,398,293,237,163,116,70,0
2624,3,47,1U,430,7,4,20,12,27,1,37,30,30,17,51,71,101,143,256,361,470,527,527,639,885,841,772,454,329,227,194,120,76,48,0
2625,3,47,1U,430,7,4,20,12,28,2,36,29,44,59,186,362,533,577,535,587,616,643,653,660,755,780,709,544,351,229,205,144,98,51,0
2626,3,47,1U,430,7,4,20,12,29,3,38,34,40,64,164,368,547,557,594,601,685,682,704,833,1158,1113,808,543,364,256,188,132,92,50,0
2627,3,47,1U,430,7,4,20,12,30,4,34,30,52,65,164,378,514,544,621,624,727,678,738,745,1049,934,880,588,403,267,221,148,114,62,0
2628,3,47,1U,430,7,4,20,12,31,5,41,34,43,56,146,290,426,482,468,540,671,708,708,676,746,694,627,537,381,301,230,170,143,94,0
2629,3,47,1U,431,7,1,20,12,3,5,47,31,51,67,257,788,1448,1721,1053,727,608,620,704,831,983,1172,1274,1093,770,546,448,382,218,57,0
2630,3,47,1U,431,7,1,20,12,4,6,54,32,58,84,254,753,1471,1693,1085,832,812,797,908,1067,1137,1505,1376,1220,948,690,595,434,360,197,0
2631,3,47,1U,431,7,1,20,12,7,2,51,29,34,56,229,697,1321,1729,1094,761,666,717,759,917,1018,1150,1372,1200,738,488,430,184,86,104,0
2632,3,47,1U,431,7,1,20,12,9,4,50,45,42,78,267,881,1540,1851,1072,796,696,727,874,932,1006,1191,1372,1213,827,563,455,400,248,132,0
2633,3,47,1U,431,7,1,20,12,10,5,71,30,50,78,265,833,1526,1828,1094,815,746,771,874,925,1030,1252,1431,1225,853,608,523,383,269,154,0
2634,3,47,1U,431,7,1,20,12,11,6,70,43,52,73,262,781,1481,1657,1093,798,683,739,870,1015,1164,1356,1425,1285,941,706,558,519,366,195,0
2635,3,47,1U,431,7,1,20,12,12,7,89,58,36,64,140,328,551,544,549,684,702,794,954,1044,1092,1041,1138,1005,923,740,531,457,423,198,0
2636,3,47,1U,431,7,1,20,12,13,1,107,57,49,42,67,192,338,274,257,388,493,579,615,770,810,823,713,669,543,392,244,184,211,102,0
2637,3,47,1U,431,7,1,20,12,14,2,37,21,29,66,224,681,1356,1750,1088,728,718,715,772,869,1015,1285,1295,1113,753,513,410,330,235,122,0
2638,3,47,1U,431,7,1,20,12,15,3,55,31,44,84,241,801,1466,1786,1083,745,727,747,806,899,1019,1251,1353,1106,784,532,443,374,219,123,0
2639,3,47,1U,431,7,1,20,12,16,4,69,32,41,74,267,784,1485,1820,1110,794,678,759,775,892,1025,1245,1392,1155,838,572,457,408,273,141,0
2640,3,47,1U,431,7,1,20,12,17,5,50,40,38,78,274,780,1429,1704,1046,830,722,758,853,925,1139,1299,1376,1205,880,663,548,441,268,143,0
2641,3,47,1U,431,7,1,20,12,18,6,63,36,46,80,282,743,1382,1615,1072,840,799,958,998,1191,1190,1199,1502,1302,1018,807,649,537,435,228,0
2642,3,47,1U,431,7,1,20,12,19,7,101,76,51,76,108,318,478,469,554,598,589,750,838,863,920,852,866,809,787,636,548,425,352,207,0
2643,3,47,1U,431,7,1,20,12,20,1,113,70,49,51,74,247,316,267,276,347,489,639,694,837,920,907,903,881,737,491,371,320,239,120,0
2644,3,47,1U,431,7,1,20,12,21,2,55,36,33,56,222,691,1259,1500,1018,810,766,814,984,1011,1160,1164,1129,1311,972,635,532,435,281,139,0
2645,3,47,1U,431,7,1,20,12,22,3,68,37,46,81,252,751,1384,1462,1040,829,803,876,967,1081,1136,1170,1376,1187,936,685,594,441,295,154,0
2646,3,47,1U,431,7,1,20,12,23,4,62,52,53,98,256,701,576,252,947,887,846,983,1156,1169,1248,1326,1105,914,869,705,563,407,309,175,0
2647,3,47,1U,431,7,1,20,12,25,6,104,72,39,26,22,49,94,99,134,208,291,429,562,617,717,721,693,636,561,522,395,351,317,138,0
2648,3,47,1U,431,7,1,20,12,27,1,93,40,30,40,53,159,288,222,211,334,397,485,600,766,751,774,729,695,616,408,323,248,239,101,0
2649,3,47,1U,431,7,2,20,12,3,5,178,141,135,221,433,888,1319,1512,1127,929,835,887,925,1057,1172,1310,1340,1180,977,752,670,556,419,245,0
2650,3,47,1U,431,7,2,20,12,4,6,161,140,128,228,451,842,1339,1556,1185,1021,1045,1051,1120,1228,1302,1407,1382,1308,1124,965,780,644,585,383,0
2651,3,47,1U,431,7,2,20,12,7,2,148,106,116,169,418,864,1322,1575,1234,1048,945,985,1030,1082,1156,1278,1390,1155,981,731,651,532,341,253,0
2652,3,47,1U,431,7,2,20,12,9,4,177,137,134,221,477,883,1397,1558,1203,977,877,955,964,1138,1198,1327,1344,1287,1016,784,655,628,450,301,0
2653,3,47,1U,431,7,2,20,12,10,5,164,126,141,201,475,901,1363,1567,1208,1059,952,997,1054,1116,1232,1321,1448,1265,1044,849,711,612,501,296,0
2654,3,47,1U,431,7,2,20,12,11,6,180,140,150,203,461,902,1379,1553,1212,1027,948,1021,1126,1151,1296,1429,1402,1346,1103,871,766,737,555,371,0
2655,3,47,1U,431,7,2,20,12,12,7,226,173,171,176,302,533,738,803,794,969,1001,1076,1161,1243,1223,1238,1272,1227,1145,954,765,671,658,403,0
2656,3,47,1U,431,7,2,20,12,13,1,254,189,135,153,189,350,531,491,474,601,730,883,948,1017,1034,1060,955,808,759,635,510,422,405,239,0
2657,3,47,1U,431,7,2,20,12,14,2,140,116,117,177,407,848,1307,1557,1241,977,968,997,1055,1097,1180,1333,1414,1215,923,763,609,554,440,282,0
2658,3,47,1U,431,7,2,20,12,15,3,156,138,136,215,433,909,1376,1631,1176,964,946,1011,1035,1129,1202,1316,1372,1203,956,762,670,562,435,260,0
2659,3,47,1U,431,7,2,20,12,16,4,166,150,130,211,432,931,1367,1541,1210,1019,919,999,1071,1133,1240,1311,1405,1291,1024,801,701,608,455,290,0
2660,3,47,1U,431,7,2,20,12,17,5,163,126,132,195,439,893,1357,1511,1180,1030,988,988,1152,1140,1258,1395,1411,1268,1052,858,731,584,503,297,0
2661,3,47,1U,431,7,2,20,12,18,6,176,142,145,232,422,873,1305,1482,1202,1081,1037,1128,1247,1262,1341,1345,1390,1239,1144,1036,829,743,595,415,0
2662,3,47,1U,431,7,2,20,12,19,7,258,199,160,191,285,505,622,646,767,824,855,974,1015,1041,1082,1057,1044,1006,955,863,753,654,577,406,0
2663,3,47,1U,431,7,2,20,12,20,1,259,173,140,164,193,358,483,463,487,594,746,898,971,1072,1078,1138,1122,1064,939,744,606,565,459,283,0
2664,3,47,1U,431,7,2,20,12,21,2,155,115,115,176,414,822,1220,1482,1177,1046,1027,1065,1117,1219,1268,1361,1251,1339,1012,861,741,633,477,330,0
2665,3,47,1U,431,7,2,20,12,22,3,185,135,156,209,456,838,1256,1398,1217,1055,1058,1133,1119,1199,1360,1382,1410,1321,1123,865,793,705,490,339,0
2666,3,47,1U,431,7,2,20,12,23,4,210,158,148,235,441,830,577,141,770,1021,1094,1222,1237,1261,1333,1348,1104,1021,1039,913,727,637,520,367,0
2667,3,47,1U,431,7,2,20,12,25,6,229,187,107,99,98,127,196,203,325,431,540,689,815,844,953,1016,959,921,791,787,694,595,525,321,0
